Time	root mean square voltage																			
	0.50V (±0.005)		1.00V (±0.005 V)		1.50 V (±0.005 V)		2.00 V (±0.005 V)		2.50V (±0.005 V)		3.00V  (±0.005 V)		3.50V  (±0.005 V)		4.00V  (±0.005 V)		4.50V  (±0.005 V)		5.00V  (±0.005 V)	
	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)	Instantaneous voltage (V) (V) (±0.0005V)	Instantaneous current (I) (Amp) (±0.00005Amp)
0.109	0.527	-0.0039	0.822	0.0142	1.16	-0.0114	2.454	0.0209	2.576	-0.0247	3.052	-0.0302	3.029	-0.0353	3.668	-0.0407	4.963	-0.0404	4.453	0.0629
0.11	0.474	-0.0045	1.007	0.0191	1.132	0.0024	2.436	-0.0105	2.31	-0.0244	2.726	-0.0302	2.713	-0.0253	3.257	-0.0383	4.844	-0.0462	4.963	0.0819
0.111	0.425	-0.0042	1.169	0.013	1.268	0.0175	2.217	-0.0193	2.052	-0.0241	2.42	-0.0278	2.656	0.0043	2.993	-0.0169	4.354	-0.0462	4.963	0.0604
0.112	0.375	-0.0042	1.173	-0.0045	1.528	0.0272	1.996	-0.0199	1.849	-0.0145	2.239	-0.0105	2.952	0.0369	3.086	0.02	3.873	-0.0459	4.963	-0.0003
0.113	0.341	-0.0018	1.067	-0.0087	1.813	0.0257	1.783	-0.0199	1.851	0.0076	2.344	0.0185	3.496	0.0568	3.548	0.052	3.484	-0.0311	4.963	-0.0483
0.114	0.353	0.0034	0.965	-0.009	1.938	0.0052	1.581	-0.0181	2.104	0.0303	2.719	0.0417	4.099	0.0556	4.209	0.0665	3.432	0.007	4.963	-0.051
0.115	0.426	0.0088	0.861	-0.009	1.807	-0.0142	1.464	-0.006	2.517	0.0423	3.237	0.0514	4.409	0.0167	4.799	0.0478	3.813	0.0475	4.637	-0.0507
0.116	0.53	0.0106	0.763	-0.0087	1.638	-0.0151	1.54	0.0136	2.934	0.0354	3.663	0.0323	4.201	-0.0311	4.917	-0.0036	4.502	0.071	4.123	-0.0486
0.117	0.604	0.0049	0.688	-0.0048	1.468	-0.0154	1.811	0.0293	3.077	0.0037	3.692	-0.0093	3.805	-0.0356	4.534	-0.0389	4.963	0.0674	3.79	-0.0217
0.118	0.57	-0.0042	0.698	0.0046	1.306	-0.0148	2.169	0.0354	2.86	-0.0229	3.373	-0.0296	3.422	-0.0359	4.097	-0.0407	4.963	0.0197	3.896	0.0239
0.119	0.519	-0.0042	0.814	0.0142	1.164	-0.0114	2.45	0.0206	2.586	-0.0247	3.04	-0.0302	3.045	-0.0353	3.669	-0.0404	4.963	-0.0401	4.456	0.0635
0.12	0.465	-0.0045	0.996	0.0185	1.133	0.0015	2.432	-0.0102	2.316	-0.0247	2.715	-0.0302	2.722	-0.0259	3.257	-0.0386	4.846	-0.0462	4.963	0.0819
0.121	0.416	-0.0042	1.16	0.0136	1.264	0.0173	2.215	-0.019	2.06	-0.0241	2.411	-0.0278	2.655	0.0031	2.991	-0.0169	4.354	-0.0462	4.963	0.0607
0.122	0.368	-0.0042	1.168	-0.0045	1.52	0.0269	1.994	-0.0202	1.852	-0.0154	2.227	-0.0108	2.94	0.0363	3.083	0.0197	3.874	-0.0456	4.963	-0.0006
0.123	0.336	-0.0012	1.063	-0.0084	1.804	0.0254	1.781	-0.0193	1.851	0.007	2.325	0.0182	3.484	0.0562	3.542	0.052	3.483	-0.0314	4.963	-0.0483
0.124	0.352	0.004	0.96	-0.009	1.931	0.0052	1.579	-0.0184	2.097	0.0296	2.703	0.0423	4.089	0.0559	4.203	0.0659	3.427	0.0067	4.963	-0.051
0.125	0.429	0.0094	0.859	-0.009	1.801	-0.0142	1.457	-0.0063	2.508	0.0423	3.225	0.052	4.415	0.0182	4.795	0.0487	3.803	0.0472	4.642	-0.0507
0.126	0.537	0.0112	0.759	-0.0087	1.632	-0.0151	1.529	0.0133	2.928	0.0363	3.664	0.0336	4.216	-0.0305	4.922	-0.003	4.491	0.071	4.128	-0.0483
0.127	0.612	0.0049	0.687	-0.0048	1.463	-0.0154	1.798	0.0296	3.083	0.0049	3.703	-0.0081	3.822	-0.0356	4.54	-0.0389	4.963	0.0677	3.795	-0.0211
0.128	0.578	-0.0036	0.698	0.0046	1.301	-0.0148	2.16	0.0354	2.869	-0.0229	3.387	-0.0293	3.437	-0.0365	4.104	-0.0407	4.963	0.0209	3.908	0.0239
0.129	0.527	-0.0042	0.817	0.0145	1.16	-0.0117	2.449	0.0215	2.596	-0.0244	3.055	-0.0302	3.06	-0.0353	3.674	-0.0404	4.963	-0.0404	4.463	0.0632
0.13	0.473	-0.0042	1.001	0.0188	1.129	0.0015	2.44	-0.0096	2.325	-0.025	2.731	-0.0302	2.733	-0.0266	3.264	-0.0386	4.856	-0.0456	4.963	0.081
0.131	0.423	-0.0045	1.169	0.0136	1.26	0.0173	2.221	-0.0193	2.068	-0.0241	2.424	-0.0281	2.661	0.0024	2.993	-0.0172	4.364	-0.0465	4.963	0.0599
0.132	0.373	-0.0039	1.178	-0.0042	1.517	0.0269	2.001	-0.0202	1.861	-0.0157	2.239	-0.0105	2.935	0.0351	3.083	0.0194	3.888	-0.0456	4.963	-0.0012
0.133	0.34	-0.0021	1.073	-0.0084	1.804	0.0257	1.787	-0.0196	1.855	0.007	2.334	0.0179	3.473	0.0559	3.538	0.052	3.49	-0.0317	4.963	-0.0483
0.134	0.352	0.0037	0.97	-0.0093	1.937	0.0061	1.584	-0.0184	2.099	0.0293	2.709	0.0423	4.074	0.0553	4.203	0.0665	3.428	0.0064	4.963	-0.051
0.135	0.425	0.0085	0.868	-0.009	1.811	-0.0142	1.463	-0.0063	2.506	0.0423	3.228	0.0511	4.401	0.0185	4.795	0.0487	3.799	0.0469	4.622	-0.051
0.136	0.53	0.0109	0.768	-0.009	1.642	-0.0154	1.537	0.0133	2.922	0.036	3.664	0.0339	4.208	-0.0305	4.931	-0.0021	4.486	0.0713	4.111	-0.048
0.137	0.602	0.0046	0.692	-0.0048	1.473	-0.0154	1.804	0.0293	3.074	0.0049	3.706	-0.0081	3.814	-0.0353	4.55	-0.0392	4.963	0.0683	3.778	-0.0211
0.138	0.57	-0.0036	0.699	0.0043	1.309	-0.0148	2.164	0.0354	2.861	-0.0232	3.391	-0.0293	3.429	-0.0365	4.112	-0.0407	4.963	0.0215	3.891	0.0242
0.139	0.518	-0.0042	0.814	0.0139	1.166	-0.0121	2.452	0.0218	2.589	-0.0244	3.058	-0.0305	3.052	-0.035	3.682	-0.0407	4.963	-0.0398	4.453	0.0635
0.14	0.466	-0.0042	0.994	0.0182	1.129	0.0012	2.444	-0.0096	2.32	-0.0247	2.732	-0.0302	2.724	-0.0269	3.272	-0.0386	4.868	-0.0459	4.963	0.0822
0.141	0.415	-0.0042	1.16	0.0136	1.255	0.017	2.224	-0.0193	2.064	-0.0241	2.425	-0.0284	2.641	0.0019	3	-0.0175	4.38	-0.0465	4.963	0.0607
0.142	0.369	-0.0039	1.168	-0.0042	1.509	0.0266	2.004	-0.0202	1.852	-0.0157	2.238	-0.0111	2.913	0.0345	3.087	0.0194	3.9	-0.0456	4.963	-0.0006
0.143	0.334	-0.0018	1.064	-0.0084	1.797	0.0257	1.79	-0.0196	1.84	0.0064	2.33	0.0173	3.45	0.0562	3.542	0.0514	3.502	-0.032	4.963	-0.0486
0.144	0.352	0.004	0.96	-0.009	1.933	0.0064	1.587	-0.0187	2.081	0.029	2.701	0.0417	4.064	0.0568	4.198	0.0659	3.437	0.0058	4.963	-0.051
0.145	0.428	0.0091	0.859	-0.009	1.812	-0.0142	1.463	-0.0069	2.489	0.0423	3.22	0.0514	4.405	0.0209	4.789	0.0484	3.804	0.0466	4.637	-0.0507
0.146	0.537	0.0112	0.759	-0.0087	1.642	-0.0151	1.531	0.0124	2.917	0.0372	3.657	0.0339	4.233	-0.0299	4.917	-0.0024	4.483	0.0701	4.126	-0.0483
0.147	0.612	0.0049	0.686	-0.0051	1.473	-0.0157	1.794	0.0293	3.08	0.0061	3.703	-0.0078	3.838	-0.0356	4.538	-0.0389	4.963	0.0677	3.795	-0.0214
0.148	0.579	-0.0036	0.694	0.0046	1.309	-0.0148	2.153	0.0354	2.878	-0.0229	3.385	-0.029	3.455	-0.0362	4.099	-0.0404	4.963	0.0209	3.904	0.0242
0.149	0.527	-0.0045	0.815	0.0142	1.168	-0.0121	2.441	0.0215	2.603	-0.0244	3.056	-0.0302	3.074	-0.0353	3.671	-0.0407	4.963	-0.0398	4.467	0.0632
0.15	0.474	-0.0045	0.996	0.0191	1.131	0.0015	2.435	-0.0093	2.337	-0.0247	2.73	-0.0302	2.744	-0.0274	3.258	-0.0386	4.852	-0.0459	4.963	0.0819
0.151	0.423	-0.0045	1.166	0.0136	1.257	0.0167	2.217	-0.0193	2.075	-0.0241	2.423	-0.0284	2.654	0.0006	2.988	-0.0178	4.363	-0.0462	4.963	0.0602
0.152	0.376	-0.0039	1.178	-0.0036	1.511	0.0266	1.996	-0.0199	1.863	-0.0163	2.233	-0.0111	2.916	0.0339	3.069	0.0191	3.883	-0.0459	4.963	-0.0012
0.153	0.341	-0.0018	1.074	-0.009	1.798	0.026	1.783	-0.0193	1.849	0.0061	2.325	0.0175	3.445	0.0553	3.525	0.052	3.485	-0.032	4.963	-0.0483
0.154	0.353	0.0037	0.971	-0.009	1.934	0.0067	1.581	-0.0184	2.087	0.0287	2.696	0.0417	4.054	0.0568	4.187	0.0662	3.414	0.0052	4.963	-0.051
0.155	0.425	0.0088	0.868	-0.0093	1.813	-0.0142	1.458	-0.0069	2.489	0.042	3.214	0.0517	4.405	0.0215	4.789	0.0496	3.781	0.0463	4.631	-0.051
0.156	0.53	0.0109	0.768	-0.0084	1.645	-0.0151	1.527	0.0127	2.915	0.0372	3.657	0.0342	4.239	-0.0293	4.931	-0.0018	4.465	0.0707	4.117	-0.0483
0.157	0.6	0.0049	0.692	-0.0057	1.474	-0.0154	1.793	0.0293	3.083	0.0064	3.708	-0.0072	3.844	-0.0356	4.556	-0.0386	4.963	0.0692	3.79	-0.0211
0.158	0.568	-0.0036	0.697	0.004	1.312	-0.0148	2.152	0.0354	2.882	-0.0229	3.393	-0.0293	3.46	-0.0362	4.117	-0.0407	4.963	0.023	3.904	0.0245
0.159	0.515	-0.0039	0.81	0.0136	1.168	-0.0121	2.446	0.0221	2.605	-0.0247	3.063	-0.0302	3.08	-0.0353	3.688	-0.0407	4.963	-0.0392	4.467	0.0638
0.16	0.463	-0.0045	0.99	0.0188	1.124	0.0006	2.443	-0.009	2.342	-0.0244	2.737	-0.0302	2.744	-0.0278	3.277	-0.0389	4.878	-0.0459	4.963	0.0816
0.161	0.414	-0.0039	1.158	0.0139	1.245	0.016	2.226	-0.0193	2.078	-0.0241	2.43	-0.0284	2.649	0	3.002	-0.0181	4.384	-0.0462	4.963	0.0599
0.162	0.365	-0.0042	1.174	-0.0033	1.497	0.0266	2.006	-0.0199	1.864	-0.0163	2.236	-0.0117	2.9	0.0333	3.081	0.0185	3.907	-0.0456	4.963	-0.0021
0.163	0.333	-0.0015	1.069	-0.0087	1.787	0.0266	1.793	-0.0196	1.842	0.0052	2.324	0.0173	3.428	0.0553	3.531	0.0514	3.504	-0.0326	4.963	-0.0483
0.164	0.351	0.004	0.966	-0.0093	1.932	0.0073	1.589	-0.0184	2.075	0.0284	2.69	0.0408	4.03	0.0571	4.189	0.0656	3.432	0.0049	4.963	-0.0513
0.165	0.427	0.0094	0.863	-0.0093	1.816	-0.0139	1.46	-0.0072	2.477	0.0411	3.21	0.052	4.395	0.0224	4.786	0.0493	3.788	0.0456	4.626	-0.0507
0.166	0.535	0.0112	0.766	-0.0087	1.647	-0.0154	1.526	0.0124	2.904	0.0375	3.658	0.0351	4.241	-0.0287	4.927	-0.0018	4.468	0.0704	4.114	-0.0483
0.167	0.611	0.0052	0.689	-0.0051	1.476	-0.0154	1.788	0.029	3.078	0.007	3.716	-0.0066	3.848	-0.0356	4.551	-0.0389	4.963	0.0689	3.787	-0.0208
0.168	0.578	-0.0036	0.698	0.0046	1.314	-0.0145	2.148	0.0354	2.881	-0.0226	3.403	-0.0293	3.461	-0.0362	4.114	-0.0407	4.963	0.023	3.903	0.0245
0.169	0.527	-0.0039	0.813	0.0136	1.169	-0.0121	2.442	0.0224	2.605	-0.0247	3.071	-0.0302	3.083	-0.035	3.685	-0.0407	4.963	-0.0395	4.467	0.0638
0.17	0.473	-0.0042	0.995	0.0188	1.128	0.0006	2.446	-0.0084	2.34	-0.0247	2.745	-0.0302	2.745	-0.0284	3.274	-0.0386	4.878	-0.0459	4.963	0.0819
0.171	0.423	-0.0042	1.163	0.0136	1.248	0.0163	2.228	-0.019	2.078	-0.0241	2.436	-0.0284	2.641	-0.0006	2.997	-0.0184	4.384	-0.0465	4.963	0.0599
0.172	0.375	-0.0042	1.178	-0.0033	1.5	0.0266	2.008	-0.0199	1.862	-0.0166	2.244	-0.0121	2.889	0.0327	3.075	0.0188	3.906	-0.0456	4.963	-0.0018
0.173	0.34	-0.0018	1.073	-0.0087	1.79	0.0266	1.794	-0.0196	1.839	0.0049	2.327	0.017	3.411	0.055	3.524	0.0511	3.503	-0.0329	4.963	-0.0483
0.174	0.352	0.0034	0.971	-0.009	1.939	0.0076	1.591	-0.0187	2.07	0.0281	2.692	0.0408	4.019	0.0577	4.181	0.0662	3.426	0.0049	4.963	-0.051
0.175	0.425	0.0088	0.866	-0.0093	1.826	-0.0139	1.464	-0.0072	2.47	0.0417	3.208	0.0511	4.396	0.0239	4.78	0.0496	3.784	0.0456	4.624	-0.0507
0.176	0.529	0.0106	0.768	-0.0087	1.656	-0.0151	1.529	0.0121	2.899	0.0378	3.65	0.0348	4.257	-0.0274	4.926	-0.0012	4.461	0.0704	4.114	-0.048
0.177	0.602	0.0049	0.691	-0.0057	1.485	-0.0154	1.789	0.029	3.08	0.0076	3.703	-0.0069	3.862	-0.0353	4.552	-0.0389	4.963	0.0689	3.785	-0.0208
0.178	0.57	-0.0039	0.693	0.004	1.321	-0.0148	2.148	0.0354	2.889	-0.0223	3.393	-0.029	3.477	-0.0365	4.115	-0.0407	4.963	0.023	3.904	0.0245
0.179	0.52	-0.0039	0.804	0.0136	1.176	-0.0121	2.438	0.0221	2.614	-0.025	3.061	-0.0305	3.097	-0.0353	3.685	-0.0407	4.963	-0.0389	4.47	0.0638
0.18	0.466	-0.0045	0.984	0.0185	1.129	0	2.441	-0.0084	2.349	-0.0247	2.736	-0.0302	2.757	-0.029	3.274	-0.0386	4.875	-0.0459	4.963	0.0822
0.181	0.417	-0.0042	1.153	0.0145	1.243	0.0157	2.223	-0.019	2.087	-0.0244	2.426	-0.0287	2.64	-0.0012	2.997	-0.0184	4.384	-0.0462	4.963	0.0595
0.182	0.368	-0.0042	1.174	-0.0033	1.492	0.0263	2.004	-0.0199	1.867	-0.0169	2.232	-0.0121	2.881	0.0318	3.071	0.0185	3.903	-0.0459	4.963	-0.0018
0.183	0.336	-0.0015	1.069	-0.0087	1.78	0.0266	1.789	-0.0196	1.838	0.0043	2.311	0.0167	3.396	0.0547	3.519	0.0511	3.5	-0.0329	4.963	-0.0486
0.184	0.352	0.004	0.967	-0.009	1.929	0.0079	1.589	-0.0184	2.061	0.0278	2.678	0.0411	4.007	0.0583	4.175	0.0659	3.417	0.0037	4.963	-0.051
0.185	0.428	0.0091	0.865	-0.009	1.818	-0.0136	1.456	-0.0072	2.461	0.0417	3.196	0.0517	4.398	0.0251	4.78	0.0499	3.774	0.0453	4.631	-0.051
0.186	0.535	0.0112	0.767	-0.0087	1.65	-0.0151	1.521	0.0121	2.89	0.039	3.648	0.036	4.274	-0.0259	4.93	-0.0009	4.448	0.0701	4.12	-0.0477
0.187	0.611	0.0049	0.689	-0.0051	1.479	-0.0151	1.777	0.029	3.084	0.0088	3.716	-0.0057	3.878	-0.0353	4.56	-0.0383	4.963	0.0695	3.793	-0.0205
0.188	0.577	-0.0036	0.694	0.004	1.317	-0.0148	2.139	0.0354	2.899	-0.0229	3.407	-0.029	3.491	-0.0365	4.121	-0.041	4.963	0.0242	3.912	0.0248
0.189	0.525	-0.0042	0.809	0.0139	1.17	-0.0124	2.437	0.023	2.623	-0.0244	3.074	-0.0302	3.114	-0.0356	3.692	-0.0407	4.963	-0.0383	4.479	0.0635
0.19	0.473	-0.0042	0.99	0.0185	1.124	0	2.449	-0.0081	2.355	-0.0247	2.749	-0.0302	2.768	-0.029	3.28	-0.0389	4.886	-0.0462	4.963	0.0819
0.191	0.421	-0.0045	1.163	0.0145	1.239	0.016	2.23	-0.0193	2.094	-0.0241	2.441	-0.0287	2.65	-0.0024	2.999	-0.0187	4.394	-0.0462	4.963	0.0589
0.192	0.375	-0.0039	1.184	-0.003	1.488	0.0266	2.013	-0.0199	1.875	-0.0172	2.241	-0.0121	2.878	0.0308	3.069	0.0179	3.915	-0.0456	4.963	-0.0024
0.193	0.339	-0.0021	1.08	-0.0084	1.78	0.0272	1.797	-0.0196	1.842	0.0046	2.32	0.016	3.387	0.0538	3.514	0.0508	3.508	-0.0332	4.963	-0.0486
0.194	0.352	0.0037	0.976	-0.0093	1.938	0.0085	1.595	-0.0187	2.065	0.0269	2.681	0.0405	3.993	0.058	4.173	0.0662	3.422	0.0037	4.963	-0.051
0.195	0.423	0.0085	0.873	-0.009	1.83	-0.0133	1.464	-0.0075	2.459	0.0411	3.199	0.0514	4.383	0.0254	4.778	0.0508	3.772	0.0451	4.616	-0.0507
0.196	0.529	0.0109	0.774	-0.009	1.661	-0.0154	1.526	0.0124	2.884	0.0378	3.648	0.036	4.266	-0.025	4.938	0	4.446	0.0704	4.103	-0.048
0.197	0.601	0.0049	0.695	-0.0054	1.49	-0.0151	1.784	0.0287	3.078	0.0088	3.717	-0.0051	3.869	-0.0356	4.568	-0.0386	4.963	0.0698	3.779	-0.0205
0.198	0.57	-0.0036	0.695	0.0034	1.328	-0.0151	2.142	0.0354	2.893	-0.0226	3.409	-0.0293	3.484	-0.0362	4.132	-0.0407	4.963	0.0248	3.9	0.0248
0.199	0.518	-0.0045	0.804	0.0133	1.179	-0.0124	2.441	0.023	2.618	-0.0244	3.077	-0.0302	3.104	-0.0356	3.699	-0.0407	4.963	-0.0386	4.469	0.0644
0.2	0.466	-0.0042	0.982	0.0182	1.127	-0.0006	2.453	-0.0075	2.35	-0.0247	2.75	-0.0302	2.76	-0.0296	3.289	-0.0389	4.898	-0.0456	4.963	0.0819
0.201	0.415	-0.0042	1.152	0.0142	1.236	0.0157	2.235	-0.0193	2.09	-0.0241	2.442	-0.0287	2.632	-0.003	3.006	-0.0187	4.406	-0.0468	4.963	0.0599
0.202	0.369	-0.0036	1.174	-0.003	1.482	0.0263	2.015	-0.0196	1.865	-0.0175	2.241	-0.013	2.855	0.0305	3.077	0.0182	3.925	-0.0456	4.963	-0.0021
0.203	0.335	-0.0021	1.069	-0.0084	1.774	0.0272	1.8	-0.0199	1.83	0.0037	2.316	0.016	3.363	0.0541	3.518	0.0505	3.518	-0.0335	4.963	-0.0483
0.204	0.352	0.004	0.966	-0.009	1.934	0.0088	1.597	-0.0181	2.048	0.0269	2.673	0.0402	3.977	0.0586	4.172	0.0656	3.429	0.0034	4.963	-0.051
0.205	0.428	0.0091	0.865	-0.009	1.83	-0.0133	1.464	-0.0078	2.443	0.0414	3.189	0.0514	4.387	0.0272	4.771	0.0499	3.772	0.0441	4.627	-0.0507
0.206	0.536	0.0112	0.766	-0.009	1.661	-0.0151	1.522	0.0118	2.877	0.039	3.64	0.0357	4.289	-0.0232	4.923	-0.0003	4.44	0.0698	4.116	-0.0483
0.207	0.612	0.0052	0.689	-0.0057	1.491	-0.0154	1.776	0.0281	3.081	0.01	3.711	-0.0048	3.895	-0.035	4.555	-0.0389	4.963	0.0689	3.792	-0.0205
0.208	0.581	-0.0036	0.691	0.004	1.328	-0.0151	2.134	0.0357	2.905	-0.0223	3.405	-0.029	3.507	-0.0365	4.117	-0.0407	4.963	0.0245	3.914	0.0248
0.209	0.529	-0.0042	0.805	0.0136	1.18	-0.0121	2.432	0.0227	2.632	-0.0244	3.073	-0.0302	3.13	-0.0353	3.687	-0.0407	4.963	-0.0383	4.481	0.0641
0.21	0.475	-0.0045	0.984	0.0188	1.129	-0.0003	2.447	-0.0072	2.363	-0.0247	2.748	-0.0302	2.78	-0.0302	3.276	-0.0389	4.882	-0.0459	4.963	0.0816
0.211	0.425	-0.0042	1.16	0.0145	1.239	0.0157	2.23	-0.0193	2.102	-0.0241	2.438	-0.0284	2.646	-0.0039	2.992	-0.019	4.393	-0.0465	4.963	0.0592
0.212	0.376	-0.0042	1.182	-0.0024	1.483	0.0257	2.01	-0.0196	1.88	-0.0178	2.238	-0.013	2.861	0.0296	3.058	0.0175	3.912	-0.0456	4.963	-0.0027
0.213	0.341	-0.0018	1.081	-0.009	1.774	0.0272	1.797	-0.0199	1.838	0.0034	2.31	0.016	3.358	0.0535	3.5	0.0505	3.503	-0.0338	4.963	-0.0486
0.214	0.353	0.0037	0.977	-0.009	1.934	0.0088	1.593	-0.0187	2.052	0.0266	2.668	0.0402	3.969	0.0586	4.156	0.0662	3.407	0.0031	4.963	-0.051
0.215	0.423	0.0088	0.874	-0.0093	1.832	-0.0133	1.462	-0.0078	2.443	0.0408	3.183	0.0514	4.383	0.0281	4.771	0.0511	3.753	0.0444	4.618	-0.051
0.216	0.529	0.0106	0.775	-0.0087	1.662	-0.0154	1.52	0.0118	2.876	0.039	3.64	0.0363	4.296	-0.0226	4.936	0.0006	4.423	0.0698	4.108	-0.048
0.217	0.601	0.0052	0.694	-0.006	1.492	-0.0151	1.775	0.0284	3.083	0.0103	3.716	-0.0048	3.9	-0.035	4.574	-0.0386	4.963	0.0704	3.785	-0.0202
0.218	0.57	-0.0039	0.693	0.0037	1.328	-0.0151	2.133	0.0357	2.911	-0.0223	3.413	-0.029	3.513	-0.0365	4.134	-0.0407	4.963	0.0257	3.912	0.0254
0.219	0.517	-0.0042	0.799	0.0133	1.18	-0.0124	2.435	0.023	2.634	-0.0244	3.08	-0.0302	3.133	-0.0353	3.705	-0.0404	4.963	-0.0377	4.48	0.0641
0.22	0.463	-0.0045	0.978	0.0185	1.123	-0.0012	2.454	-0.0069	2.367	-0.0247	2.755	-0.0302	2.784	-0.0305	3.292	-0.0392	4.905	-0.0459	4.963	0.0819
0.221	0.415	-0.0039	1.151	0.0145	1.227	0.0151	2.238	-0.0193	2.105	-0.0241	2.444	-0.029	2.639	-0.0045	3.006	-0.0193	4.415	-0.0465	4.963	0.0586
0.222	0.367	-0.0042	1.179	-0.0021	1.469	0.0257	2.018	-0.0196	1.881	-0.0181	2.239	-0.0133	2.846	0.0287	3.069	0.017	3.934	-0.0459	4.963	-0.003
0.223	0.334	-0.0015	1.075	-0.0087	1.761	0.0272	1.804	-0.0196	1.832	0.0027	2.307	0.0151	3.34	0.0532	3.506	0.0505	3.523	-0.0338	4.963	-0.0486
0.224	0.351	0.0037	0.972	-0.009	1.928	0.0097	1.6	-0.0187	2.041	0.0263	2.662	0.0402	3.95	0.0586	4.158	0.0656	3.425	0.0024	4.963	-0.051
0.225	0.427	0.0094	0.869	-0.0093	1.833	-0.0133	1.463	-0.0084	2.43	0.0402	3.177	0.0514	4.373	0.0287	4.769	0.0508	3.759	0.0438	4.614	-0.051
0.226	0.535	0.0109	0.772	-0.0087	1.662	-0.0154	1.517	0.0115	2.864	0.0393	3.639	0.0369	4.299	-0.0211	4.934	0.0006	4.427	0.0692	4.104	-0.048
0.227	0.611	0.0052	0.692	-0.006	1.493	-0.0154	1.77	0.0281	3.075	0.0109	3.723	-0.0036	3.904	-0.0356	4.569	-0.0386	4.963	0.0701	3.784	-0.0202
0.228	0.579	-0.0039	0.694	0.004	1.33	-0.0154	2.128	0.0354	2.909	-0.0217	3.425	-0.029	3.518	-0.0356	4.131	-0.041	4.963	0.026	3.909	0.0257
0.229	0.527	-0.0042	0.803	0.0133	1.182	-0.0126	2.432	0.0239	2.633	-0.0247	3.09	-0.0305	3.137	-0.0356	3.701	-0.0404	4.963	-0.0374	4.481	0.0641
0.23	0.474	-0.0045	0.983	0.0188	1.124	-0.0012	2.455	-0.0066	2.368	-0.0244	2.762	-0.0302	2.786	-0.0305	3.29	-0.0392	4.905	-0.0459	4.963	0.0822
0.231	0.425	-0.0042	1.155	0.0145	1.23	0.0151	2.241	-0.0193	2.105	-0.0244	2.453	-0.0287	2.635	-0.0054	3.002	-0.0193	4.412	-0.0465	4.963	0.0589
0.232	0.376	-0.0042	1.182	-0.0021	1.473	0.026	2.021	-0.0196	1.881	-0.0181	2.247	-0.013	2.836	0.0284	3.063	0.017	3.934	-0.0456	4.963	-0.003
0.233	0.34	-0.0018	1.079	-0.0087	1.765	0.0278	1.806	-0.0196	1.83	0.0024	2.315	0.0148	3.328	0.0529	3.498	0.0502	3.519	-0.0341	4.963	-0.0486
0.234	0.352	0.0037	0.976	-0.009	1.937	0.01	1.603	-0.0187	2.035	0.026	2.664	0.0399	3.94	0.0592	4.152	0.0662	3.419	0.0022	4.963	-0.051
0.235	0.425	0.0088	0.873	-0.009	1.842	-0.013	1.468	-0.0081	2.424	0.0402	3.179	0.0511	4.375	0.0303	4.762	0.0508	3.75	0.0432	4.616	-0.0507
0.236	0.529	0.0109	0.774	-0.0084	1.672	-0.0154	1.522	0.0115	2.86	0.0399	3.631	0.0366	4.311	-0.0196	4.931	0.0009	4.415	0.0695	4.104	-0.048
0.237	0.602	0.0049	0.693	-0.006	1.502	-0.0151	1.774	0.0281	3.079	0.0118	3.715	-0.0042	3.92	-0.035	4.568	-0.0386	4.963	0.0701	3.785	-0.0199
0.238	0.57	-0.0036	0.691	0.0031	1.337	-0.0151	2.129	0.0354	2.918	-0.0214	3.41	-0.029	3.531	-0.0365	4.131	-0.0407	4.963	0.0263	3.912	0.0254
0.239	0.52	-0.0042	0.795	0.0133	1.189	-0.013	2.43	0.0233	2.645	-0.0247	3.079	-0.0302	3.151	-0.0356	3.701	-0.0407	4.963	-0.0371	4.485	0.0647
0.24	0.466	-0.0042	0.972	0.0185	1.127	-0.0015	2.45	-0.0066	2.377	-0.0247	2.754	-0.0302	2.8	-0.0311	3.289	-0.0389	4.902	-0.0459	4.963	0.0819
0.241	0.416	-0.0045	1.145	0.0148	1.227	0.0145	2.236	-0.0193	2.113	-0.0244	2.444	-0.0287	2.639	-0.0063	2.999	-0.0196	4.41	-0.0465	4.963	0.0589
0.242	0.368	-0.0036	1.178	-0.0021	1.464	0.0254	2.017	-0.0196	1.887	-0.0187	2.235	-0.0139	2.826	0.0275	3.058	0.0167	3.93	-0.0456	4.963	-0.0033
0.243	0.335	-0.0018	1.075	-0.0084	1.755	0.0272	1.803	-0.0199	1.829	0.0015	2.299	0.0151	3.312	0.0526	3.494	0.0499	3.518	-0.0347	4.963	-0.0483
